Tarih,Max_Sicaklik_C,Min_Sicaklik_C,Yagis_Miktari_mm
2023-02-26,22.1,11.9,0.0
2023-02-27,22.2,9.1,0.0
2023-02-28,20.8,8.4,0.0
2023-03-01,13.9,7.2,1.7
2023-03-02,9.6,7.3,4.2
2023-03-03,10.4,7.2,1.1
2023-03-04,13.3,5.6,0.3
2023-03-05,17.4,5.6,4.5
2023-03-06,10.1,6.7,6.3
2023-03-07,18.8,3.0,0.0
2023-03-08,21.5,3.8,0.0
2023-03-09,19.5,4.7,0.1
2023-03-10,20.6,7.5,0.0
2023-03-11,25.4,8.4,0.0
2023-03-12,17.6,8.9,13.5
2023-03-13,8.6,4.2,24.7
2023-03-14,10.1,3.2,7.9
2023-03-15,11.9,3.9,7.0
2023-03-16,21.2,6.7,0.0
2023-03-17,10.3,6.7,0.9
2023-03-18,11.4,6.8,1.8
2023-03-19,9.5,7.9,19.3
2023-03-20,9.7,7.2,18.3
2023-03-21,12.9,6.6,2.2
2023-03-22,14.8,4.0,0.0
2023-03-23,11.2,6.8,9.2
2023-03-24,13.4,6.2,9.5
2023-03-25,15.6,4.3,0.0
2023-03-26,22.4,5.8,0.0
2023-03-27,16.6,8.4,2.9
2023-03-28,22.2,5.9,3.1
2023-03-29,10.0,4.6,24.9
2023-03-30,7.8,1.3,4.7
2023-03-31,10.3,-0.2,0.0
2023-04-01,19.1,1.2,0.0
2023-04-02,19.1,8.1,4.4
2023-04-03,17.3,8.6,10.3
2023-04-04,21.4,8.6,0.0
2023-04-05,20.4,10.6,12.9
2023-04-06,12.1,7.6,9.3
2023-04-07,12.9,7.5,8.1
2023-04-08,13.6,8.6,1.2
2023-04-09,15.8,6.3,0.0
2023-04-10,13.4,8.3,5.1
2023-04-11,12.6,7.2,10.5
2023-04-12,13.6,7.1,0.6
2023-04-13,16.0,7.5,15.0
2023-04-14,21.5,7.2,0.1
2023-04-15,26.1,8.1,0.0
2023-04-16,18.0,8.5,0.0
2023-04-17,23.0,9.6,0.3
2023-04-18,21.9,12.4,0.2
2023-04-19,22.8,11.8,3.3
2023-04-20,12.9,10.6,12.2
2023-04-21,17.4,7.6,8.3
2023-04-22,14.8,6.6,1.1
2023-04-23,14.4,6.6,4.7
2023-04-24,12.9,7.0,6.5
2023-04-25,19.3,5.8,0.0
2023-04-26,25.0,11.3,0.0
2023-04-27,23.0,9.9,3.4
2023-04-28,14.1,9.9,6.5
2023-04-29,14.5,9.6,4.0
2023-04-30,15.7,7.3,0.0
2023-05-01,16.0,7.2,0.2
2023-05-02,15.1,6.2,0.4
2023-05-03,17.6,5.6,0.0
2023-05-04,19.9,5.7,0.0
2023-05-05,18.2,8.4,0.0
2023-05-06,17.5,8.9,1.0
2023-05-07,18.0,8.6,0.1
2023-05-08,15.6,12.3,3.1
2023-05-09,18.3,9.4,1.0
2023-05-10,12.9,10.9,10.0
2023-05-11,13.5,10.9,9.6
2023-05-12,14.9,10.3,14.5
2023-05-13,17.0,9.9,0.3
2023-05-14,18.5,9.2,0.0
2023-05-15,21.0,6.9,0.0
2023-05-16,21.5,8.9,0.0
2023-05-17,19.6,8.1,0.0
2023-05-18,21.0,9.2,0.0
2023-05-19,19.0,12.1,0.0
2023-05-20,18.2,12.9,3.2
2023-05-21,19.4,11.9,0.1
2023-05-22,19.6,11.1,7.4
2023-05-23,20.1,13.6,1.1
2023-05-24,19.8,11.1,0.8
2023-05-25,20.6,12.3,0.0
2023-05-26,20.4,12.9,6.6
2023-05-27,21.8,12.8,0.0
2023-05-28,21.0,13.9,1.3
2023-05-29,23.6,14.6,0.0
2023-05-30,24.8,15.2,5.8
2023-05-31,22.0,15.6,7.6
2023-06-01,23.0,13.8,6.1
2023-06-02,23.6,14.4,14.8
2023-06-03,24.4,14.5,0.1
2023-06-04,21.9,16.4,14.5
2023-06-05,20.8,16.2,10.7
2023-06-06,21.9,15.4,16.4
2023-06-07,23.1,12.9,0.0
2023-06-08,23.5,13.3,0.0
2023-06-09,23.5,16.6,4.9
2023-06-10,22.8,17.1,0.8
2023-06-11,24.8,14.9,2.0
2023-06-12,23.1,17.4,19.2
2023-06-13,21.5,18.0,18.6
2023-06-14,21.5,17.0,9.7
2023-06-15,22.8,17.6,0.5
2023-06-16,25.5,15.4,0.0
2023-06-17,25.4,16.2,2.0
2023-06-18,23.4,17.6,9.3
2023-06-19,24.0,15.8,1.9
2023-06-20,23.6,17.5,43.2
2023-06-21,24.0,19.0,4.1
2023-06-22,24.1,18.2,7.1
2023-06-23,24.2,17.2,0.0
2023-06-24,25.9,14.9,0.0
2023-06-25,25.7,16.6,0.0
2023-06-26,25.6,15.8,0.0
2023-06-27,24.5,18.6,4.2
2023-06-28,26.1,19.9,4.2
2023-06-29,26.0,18.4,2.2
2023-06-30,23.5,18.1,21.3
2023-07-01,26.1,14.9,0.0
2023-07-02,28.8,14.6,0.0
2023-07-03,30.5,19.1,0.0
2023-07-04,27.2,19.0,0.0
2023-07-05,28.8,17.4,0.0
2023-07-06,29.2,18.6,0.0
2023-07-07,28.2,18.8,0.0
2023-07-08,29.8,20.1,16.1
2023-07-09,28.0,19.6,9.0
2023-07-10,24.5,19.5,23.7
2023-07-11,26.0,16.3,0.0
2023-07-12,29.7,15.7,0.0
2023-07-13,27.7,17.5,0.0
2023-07-14,30.1,17.6,0.0
2023-07-15,27.2,18.3,1.4
2023-07-16,25.7,20.1,9.7
2023-07-17,26.9,19.0,1.2
2023-07-18,26.5,16.5,0.0
2023-07-19,27.1,16.5,0.0
2023-07-20,27.8,16.1,0.0
2023-07-21,29.6,16.5,0.0
2023-07-22,29.8,17.6,0.0
2023-07-23,32.6,18.3,0.0
2023-07-24,24.5,20.8,29.3
2023-07-25,26.6,19.9,1.8
2023-07-26,30.0,17.4,0.0
2023-07-27,40.9,18.6,0.0
2023-07-28,25.5,22.0,1.6
2023-07-29,26.7,17.0,0.0
2023-07-30,25.9,18.6,0.1
2023-07-31,28.7,16.4,0.0
2023-08-01,28.5,17.2,0.0
2023-08-02,29.5,18.9,0.0
2023-08-03,29.0,19.9,0.0
2023-08-04,29.4,18.6,0.0
2023-08-05,30.6,19.4,0.0
2023-08-06,36.9,19.7,0.0
2023-08-07,32.0,23.0,0.0
2023-08-08,28.0,22.4,0.0
2023-08-09,27.7,23.5,1.9
2023-08-10,29.0,22.2,0.9
2023-08-11,27.4,20.2,0.1
2023-08-12,27.6,23.2,1.4
2023-08-13,29.9,21.9,0.0
2023-08-14,31.9,20.4,0.0
2023-08-15,32.2,20.4,0.0
2023-08-16,31.3,19.5,0.0
2023-08-17,32.0,20.4,0.0
2023-08-18,31.0,22.0,0.0
2023-08-19,32.2,24.2,6.1
2023-08-20,30.4,19.4,0.0
2023-08-21,30.2,20.8,0.0
2023-08-22,31.1,20.4,0.0
2023-08-23,31.0,18.6,0.0
2023-08-24,29.4,21.4,0.5
2023-08-25,28.9,19.6,1.1
2023-08-26,30.0,18.3,0.0
2023-08-27,29.1,20.6,0.0
2023-08-28,28.9,20.6,0.7
2023-08-29,29.3,22.6,2.0
2023-08-30,35.3,19.5,0.0
2023-08-31,34.8,20.1,0.0
2023-09-01,29.1,23.4,2.2
2023-09-02,27.6,22.4,25.8
2023-09-03,26.2,21.5,28.7
2023-09-04,26.4,20.8,13.8
2023-09-05,27.6,21.2,0.1
2023-09-06,25.7,22.7,2.0
2023-09-07,25.8,21.2,1.8
2023-09-08,26.1,19.1,4.0
2023-09-09,24.1,18.2,0.0
2023-09-10,22.4,16.7,2.8
2023-09-11,22.8,14.9,0.3
2023-09-12,23.7,16.0,0.8
2023-09-13,23.3,14.4,1.3
2023-09-14,24.2,13.4,0.0
2023-09-15,24.6,13.4,0.0
2023-09-16,24.2,13.6,0.7
2023-09-17,22.9,17.1,3.5
2023-09-18,23.5,15.9,1.0
2023-09-19,24.0,15.6,0.1
2023-09-20,23.9,16.2,0.1
2023-09-21,24.8,14.6,0.0
2023-09-22,25.8,15.4,0.0
2023-09-23,26.6,17.0,0.0
2023-09-24,25.4,16.4,0.0
2023-09-25,25.6,18.4,0.2
2023-09-26,25.4,16.5,0.2
2023-09-27,26.2,15.1,0.0
2023-09-28,27.9,15.3,0.3
2023-09-29,25.1,17.6,2.3
2023-09-30,24.5,18.5,11.6
2023-10-01,24.0,16.4,2.4
2023-10-02,23.0,17.6,39.6
2023-10-03,20.8,13.9,15.5
2023-10-04,21.0,11.1,0.0
2023-10-05,22.6,11.1,0.0
2023-10-06,21.9,11.1,0.0
2023-10-07,21.2,11.4,0.0
2023-10-08,26.6,10.9,0.0
2023-10-09,18.0,11.8,11.2
2023-10-10,18.8,10.8,0.1
2023-10-11,16.6,9.7,4.1
2023-10-12,17.9,8.4,0.0
2023-10-13,21.4,6.9,0.0
2023-10-14,20.1,7.8,0.0
2023-10-15,23.6,9.6,0.0
2023-10-16,23.4,13.6,5.7
2023-10-17,16.4,10.6,6.1
2023-10-18,14.6,10.6,18.7
2023-10-19,18.0,9.6,4.2
2023-10-20,25.5,8.8,0.0
2023-10-21,27.2,11.2,0.0
2023-10-22,28.0,12.2,0.0
2023-10-23,27.0,13.1,0.0
2023-10-24,22.9,13.1,0.0
2023-10-25,24.1,12.6,0.0
2023-10-26,26.2,12.4,0.3
2023-10-27,27.2,13.2,0.0
2023-10-28,29.0,14.7,0.0
2023-10-29,24.1,12.1,0.0
2023-10-30,22.3,14.4,0.0
2023-10-31,23.5,12.5,0.0
2023-11-01,27.7,13.6,0.4
2023-11-02,22.2,14.5,0.2
2023-11-03,23.3,13.7,0.0
2023-11-04,27.2,12.1,0.0
2023-11-05,22.4,13.5,0.0
2023-11-06,25.6,12.9,1.2
2023-11-07,22.7,12.8,0.0
2023-11-08,24.3,9.9,0.0
2023-11-09,20.2,11.8,8.2
2023-11-10,17.3,9.9,0.6
2023-11-11,24.9,8.9,0.0
2023-11-12,23.2,15.5,5.3
2023-11-13,19.6,13.1,0.9
2023-11-14,16.0,9.2,13.0
2023-11-15,20.5,8.1,0.0
2023-11-16,19.2,9.8,15.5
2023-11-17,17.0,7.2,0.0
2023-11-18,18.5,7.6,0.5
2023-11-19,17.2,10.1,4.9
2023-11-20,14.2,9.6,2.2
2023-11-21,15.9,7.2,4.0
2023-11-22,18.2,5.1,0.0
2023-11-23,15.7,10.6,3.2
2023-11-24,21.1,7.5,0.0
2023-11-25,19.5,9.6,2.0
2023-11-26,22.8,10.9,12.1
2023-11-27,11.9,2.0,0.7
2023-11-28,11.6,0.8,0.0
2023-11-29,17.0,5.2,27.9
2023-11-30,15.6,10.6,10.1
2023-12-01,20.8,7.6,0.0
2023-12-02,20.7,9.2,0.0
2023-12-03,20.9,10.4,0.0
2023-12-04,19.3,8.5,1.5
2023-12-05,12.1,8.6,2.8
2023-12-06,14.9,5.8,0.0
2023-12-07,17.5,7.1,8.0
2023-12-08,17.0,7.3,0.1
2023-12-09,16.5,9.1,1.3
2023-12-10,13.9,7.8,1.9
2023-12-11,15.0,6.6,0.4
2023-12-12,12.1,8.9,8.5
2023-12-13,12.1,7.2,10.4
2023-12-14,16.4,4.6,0.0
2023-12-15,19.9,7.6,0.0
2023-12-16,12.4,9.1,3.8
2023-12-17,8.4,4.9,17.4
2023-12-18,10.1,0.4,0.0
2023-12-19,10.8,4.4,0.1
2023-12-20,15.1,2.7,0.0
2023-12-21,12.2,4.7,0.0
2023-12-22,15.2,7.2,0.0
2023-12-23,15.2,7.7,8.5
2023-12-24,9.1,1.1,11.8
2023-12-25,16.5,3.5,0.3
2023-12-26,18.8,6.9,0.0
2023-12-27,18.7,6.9,0.0
2023-12-28,13.2,5.6,0.0
2023-12-29,16.4,3.2,0.0
2023-12-30,15.9,2.4,0.0
2023-12-31,16.0,2.3,0.0
2024-01-01,15.8,2.5,0.0
2024-01-02,14.9,6.2,0.2
2024-01-03,13.1,7.4,1.6
2024-01-04,17.3,7.5,2.8
2024-01-05,14.6,5.7,3.5
2024-01-06,15.3,3.5,0.0
2024-01-07,16.5,6.2,0.0
2024-01-08,18.9,9.9,1.7
2024-01-09,10.9,7.6,6.6
2024-01-10,7.6,4.9,1.0
2024-01-11,7.6,-0.4,0.0
2024-01-12,8.1,-1.0,0.7
2024-01-13,3.8,-1.0,0.7
2024-01-14,8.0,-3.5,0.0
2024-01-15,11.9,-2.4,0.0
2024-01-16,16.2,2.2,4.8
2024-01-17,11.3,3.2,4.2
2024-01-18,16.9,2.2,0.0
2024-01-19,18.8,8.9,0.7
2024-01-20,18.7,8.9,2.2
2024-01-21,9.2,5.7,16.4
2024-01-22,6.2,2.2,2.2
2024-01-23,6.4,-0.6,0.0
2024-01-24,7.8,-1.4,1.0
2024-01-25,9.2,-1.8,0.0
2024-01-26,11.1,2.0,1.3
2024-01-27,9.2,1.6,2.3
2024-01-28,8.9,-0.6,1.2
2024-01-29,6.7,0.6,10.1
2024-01-30,6.5,3.7,6.0
2024-01-31,8.3,2.1,0.6
2024-02-01,8.1,0.0,1.5
2024-02-02,10.4,-1.8,0.0
2024-02-03,8.3,1.6,0.1
2024-02-04,13.1,0.8,0.0
2024-02-05,14.7,4.9,1.2
2024-02-06,13.0,5.6,1.4
2024-02-07,19.6,4.4,0.0
2024-02-08,19.6,4.3,0.0
2024-02-09,19.9,5.8,0.0
2024-02-10,20.3,6.2,0.0
2024-02-11,20.5,8.8,0.0
2024-02-12,20.9,8.6,0.0
2024-02-13,21.2,12.0,0.0
2024-02-14,12.8,8.1,9.4
2024-02-15,14.1,9.2,6.2
2024-02-16,13.1,8.8,0.7
2024-02-17,10.4,7.0,1.5
2024-02-18,8.7,5.7,1.4
2024-02-19,8.9,4.9,0.1
2024-02-20,11.1,2.3,0.1
2024-02-21,12.1,0.4,0.0
2024-02-22,8.0,2.0,2.6
2024-02-23,15.9,0.0,0.0
2024-02-24,17.8,0.8,0.0
2024-02-25,14.4,3.0,0.0
2024-02-26,16.4,3.0,0.0
2024-02-27,15.6,3.8,0.0
2024-02-28,11.8,3.0,0.0
2024-02-29,14.6,2.1,0.0
2024-03-01,15.4,2.2,0.0
2024-03-02,16.6,4.3,0.0
2024-03-03,11.3,7.2,3.3
2024-03-04,13.9,4.9,3.8
2024-03-05,16.8,5.0,0.2
2024-03-06,13.6,8.8,1.3
2024-03-07,10.9,6.6,2.0
2024-03-08,11.4,5.8,0.6
2024-03-09,7.9,6.4,8.3
2024-03-10,10.9,5.8,5.6
2024-03-11,16.1,0.8,0.0
2024-03-12,19.2,4.3,0.6
2024-03-13,15.9,6.1,0.0
2024-03-14,14.8,7.1,1.9
2024-03-15,14.6,4.1,0.0
2024-03-16,12.1,8.5,6.6
2024-03-17,12.5,7.2,8.5
2024-03-18,12.8,6.3,0.0
2024-03-19,12.1,3.9,0.9
2024-03-20,14.1,1.6,0.1
2024-03-21,8.1,6.2,17.7
2024-03-22,9.5,4.4,8.2
2024-03-23,8.4,4.7,10.3
2024-03-24,14.3,2.0,0.2
2024-03-25,21.2,1.6,0.0
2024-03-26,16.5,6.8,14.3
2024-03-27,15.9,2.8,0.0
2024-03-28,24.7,6.2,0.0
2024-03-29,23.9,7.9,0.6
2024-03-30,20.7,9.1,0.0
2024-03-31,25.4,8.4,0.0
2024-04-01,22.5,10.9,0.1
2024-04-02,28.8,8.7,0.0
2024-04-03,18.7,9.1,0.0
2024-04-04,18.5,6.7,0.0
2024-04-05,15.1,7.8,0.3
2024-04-06,16.8,4.8,0.0
2024-04-07,14.9,6.7,0.0
2024-04-08,15.9,7.8,0.5
2024-04-09,15.4,8.5,0.0
2024-04-10,16.9,8.6,14.9
2024-04-11,15.6,11.3,1.1
2024-04-12,15.2,10.1,2.5
2024-04-13,17.6,11.1,1.3
2024-04-14,17.4,9.8,1.2
2024-04-15,22.8,8.1,0.0
2024-04-16,29.8,7.9,0.0
2024-04-17,30.2,12.4,0.0
2024-04-18,32.8,11.4,0.0
2024-04-19,18.0,11.9,0.0
2024-04-20,20.1,10.6,0.0
2024-04-21,21.9,10.8,0.5
2024-04-22,23.2,8.9,0.0
2024-04-23,22.5,9.0,0.0
2024-04-24,31.5,12.0,0.0
2024-04-25,33.5,16.3,0.0
2024-04-26,22.6,15.6,0.0
2024-04-27,17.6,13.0,10.9
2024-04-28,20.9,11.6,0.0
2024-04-29,18.6,12.8,0.0
2024-04-30,19.0,13.9,1.2
2024-05-01,17.8,13.8,0.1
2024-05-02,16.5,12.9,13.1
2024-05-03,15.4,12.9,6.8
2024-05-04,17.3,11.6,0.6
2024-05-05,15.3,11.3,2.5
2024-05-06,14.8,9.6,0.7
2024-05-07,19.1,8.6,0.0
2024-05-08,22.3,7.6,0.0
2024-05-09,21.8,8.8,1.6
2024-05-10,18.8,11.6,0.6
2024-05-11,19.4,12.4,19.8
2024-05-12,19.0,13.6,10.3
2024-05-13,19.0,11.6,0.3
2024-05-14,16.1,9.4,0.8
2024-05-15,17.5,7.1,0.0
2024-05-16,16.4,8.8,3.5
2024-05-17,18.1,6.3,0.0
2024-05-18,19.0,10.1,0.0
2024-05-19,19.5,11.9,0.2
2024-05-20,20.7,10.5,0.0
2024-05-21,21.9,10.3,0.0
2024-05-22,23.3,8.4,0.0
2024-05-23,23.4,11.9,0.6
2024-05-24,20.5,13.6,6.9
2024-05-25,20.4,13.8,8.5
2024-05-26,20.8,15.9,0.9
2024-05-27,18.1,11.8,3.4
2024-05-28,20.6,15.5,4.4
2024-05-29,21.8,15.3,3.3
2024-05-30,23.1,14.6,3.7
2024-05-31,24.2,15.1,0.1
2024-06-01,26.6,14.6,0.0
2024-06-02,28.8,13.9,0.0
2024-06-03,28.0,16.1,0.0
2024-06-04,28.4,15.6,0.0
2024-06-05,30.7,16.4,0.0
2024-06-06,27.4,18.8,0.0
2024-06-07,26.6,18.3,0.0
2024-06-08,24.8,18.5,0.8
2024-06-09,26.6,18.0,10.5
2024-06-10,29.5,16.8,0.0
2024-06-11,31.0,15.6,0.0
2024-06-12,33.3,16.9,0.0
2024-06-13,29.0,19.6,0.0
2024-06-14,35.7,19.5,0.0
2024-06-15,26.9,22.0,1.3
2024-06-16,25.5,20.1,0.6
2024-06-17,26.2,19.6,0.7
2024-06-18,27.2,19.1,1.4
2024-06-19,27.1,16.8,0.0
2024-06-20,29.0,18.5,0.0
2024-06-21,27.1,19.9,7.8
2024-06-22,26.2,17.3,0.7
2024-06-23,26.9,16.9,0.0
2024-06-24,28.6,15.6,0.0
2024-06-25,27.6,17.6,3.7
2024-06-26,26.0,20.2,8.4
2024-06-27,26.7,18.1,0.1
2024-06-28,27.5,16.1,0.0
2024-06-29,26.7,17.8,8.3
2024-06-30,27.2,19.8,19.7
2024-07-01,27.5,21.4,1.6
2024-07-02,28.4,19.0,0.0
2024-07-03,31.0,18.6,0.0
2024-07-04,29.9,19.5,0.0
2024-07-05,27.2,21.9,0.7
2024-07-06,24.2,21.1,13.2
2024-07-07,28.0,21.9,14.6
2024-07-08,27.9,20.5,0.8
2024-07-09,29.0,21.3,0.2
2024-07-10,27.7,21.4,1.1
2024-07-11,29.4,21.5,0.0
2024-07-12,28.5,20.4,0.0
2024-07-13,28.9,21.2,0.0
2024-07-14,29.1,22.1,0.6
2024-07-15,29.5,21.6,0.0
2024-07-16,29.1,23.6,0.0
2024-07-17,31.1,22.9,0.1
2024-07-18,31.0,22.8,2.4
2024-07-19,31.0,22.6,0.9
2024-07-20,31.0,22.9,0.5
2024-07-21,30.7,22.5,0.0
2024-07-22,30.5,21.8,0.0
2024-07-23,30.8,21.6,0.0
2024-07-24,27.7,22.8,14.1
2024-07-25,30.0,21.1,2.3
2024-07-26,28.8,23.0,5.6
2024-07-27,26.2,20.8,31.0
2024-07-28,28.5,20.4,11.4
2024-07-29,27.9,18.2,0.8
2024-07-30,27.7,21.0,7.2
2024-07-31,25.7,21.1,8.6
2024-08-01,26.0,18.9,1.9
2024-08-02,28.1,18.2,0.0
2024-08-03,28.4,18.1,0.0
2024-08-04,29.3,19.5,0.0
2024-08-05,29.1,20.1,0.3
2024-08-06,26.7,21.5,29.4
2024-08-07,28.3,21.5,0.7
2024-08-08,29.3,22.1,1.0
2024-08-09,29.7,20.9,0.0
2024-08-10,29.4,20.5,0.4
2024-08-11,29.1,21.2,31.0
2024-08-12,28.8,21.5,3.5
2024-08-13,30.4,19.8,0.5
2024-08-14,30.0,18.5,0.0
2024-08-15,28.2,21.4,2.0
2024-08-16,28.9,20.3,1.7
2024-08-17,29.4,18.9,0.6
2024-08-18,29.4,19.8,0.0
2024-08-19,30.9,19.5,0.0
2024-08-20,31.2,21.0,0.0
2024-08-21,31.9,21.5,0.0
2024-08-22,30.5,22.8,0.6
2024-08-23,30.2,24.0,0.4
2024-08-24,28.6,21.6,16.9
2024-08-25,24.9,20.9,71.9
2024-08-26,27.0,19.6,1.4
2024-08-27,27.4,19.5,0.5
2024-08-28,24.8,22.4,6.7
2024-08-29,27.6,21.4,0.1
2024-08-30,27.2,22.0,5.3
2024-08-31,28.5,20.0,0.1
2024-09-01,28.0,19.1,0.0
2024-09-02,29.7,19.6,2.4
2024-09-03,26.7,22.1,3.4
2024-09-04,26.2,20.5,13.2
2024-09-05,25.4,20.1,3.7
2024-09-06,26.1,20.0,8.7
2024-09-07,26.0,18.6,5.2
2024-09-08,26.0,19.2,5.6
2024-09-09,25.7,19.9,23.3
2024-09-10,30.4,19.8,0.0
2024-09-11,30.9,19.4,0.0
2024-09-12,28.0,20.4,0.6
2024-09-13,28.8,20.9,0.9
2024-09-14,30.9,18.9,0.0
2024-09-15,29.4,19.5,0.0
2024-09-16,24.3,20.4,29.7
2024-09-17,25.4,17.4,0.1
2024-09-18,26.5,17.6,0.6
2024-09-19,21.8,18.4,29.3
2024-09-20,22.4,16.5,7.8
2024-09-21,23.4,16.5,1.0
2024-09-22,22.4,14.8,11.5
2024-09-23,23.6,17.5,23.3
2024-09-24,25.0,17.9,6.4
2024-09-25,24.2,15.5,0.3
2024-09-26,24.9,15.2,0.0
2024-09-27,24.2,14.6,0.0
2024-09-28,25.1,14.4,0.0
2024-09-29,26.0,15.1,0.0
2024-09-30,24.2,15.4,26.8
2024-10-01,22.8,14.6,10.5
2024-10-02,22.5,14.4,0.6
2024-10-03,24.2,14.7,0.0
2024-10-04,26.0,13.3,0.0
2024-10-05,27.2,14.1,0.0
2024-10-06,29.8,13.4,0.0
2024-10-07,25.1,14.4,1.6
2024-10-08,20.9,18.4,8.6
2024-10-09,25.3,15.8,0.0
2024-10-10,23.8,16.2,0.0
2024-10-11,24.4,14.2,0.0
2024-10-12,25.9,15.1,0.0
2024-10-13,20.5,17.4,30.3
2024-10-14,18.8,16.1,9.2
2024-10-15,20.3,12.5,0.6
2024-10-16,21.2,12.2,0.6
2024-10-17,16.5,11.6,4.3
2024-10-18,14.3,9.0,3.1
2024-10-19,15.3,6.8,0.7
2024-10-20,14.1,9.1,2.9
2024-10-21,13.1,10.8,24.9
2024-10-22,15.4,10.4,8.2
2024-10-23,16.1,8.9,4.6
2024-10-24,17.2,7.6,4.8
2024-10-25,16.8,11.8,5.4
2024-10-26,14.8,10.6,10.5
2024-10-27,17.6,8.3,1.1
2024-10-28,18.2,5.8,0.0
2024-10-29,17.9,7.7,0.0
2024-10-30,16.5,12.2,4.2
2024-10-31,17.3,9.6,2.6
2024-11-01,18.0,9.7,0.3
2024-11-02,21.1,8.0,0.0
2024-11-03,14.2,8.6,16.5
2024-11-04,14.9,4.9,0.0
2024-11-05,11.1,5.3,10.1
2024-11-06,12.6,5.2,0.0
2024-11-07,14.0,2.7,0.0
2024-11-08,15.0,4.3,0.0
2024-11-09,15.1,4.2,0.0
2024-11-10,15.9,4.6,0.0
2024-11-11,15.1,8.4,0.3
2024-11-12,16.5,10.6,0.0
2024-11-13,17.5,7.1,0.0
2024-11-14,17.8,6.6,0.0
2024-11-15,16.9,7.6,2.1
2024-11-16,12.8,9.3,7.1
2024-11-17,15.4,4.1,0.0
2024-11-18,15.9,7.3,2.0
2024-11-19,16.1,10.5,2.4
2024-11-20,20.5,7.2,0.0
2024-11-21,23.6,8.5,0.0
2024-11-22,16.4,11.2,22.8
2024-11-23,25.0,8.1,6.3
2024-11-24,7.7,5.5,39.8
2024-11-25,5.7,3.4,21.7
2024-11-26,8.2,3.7,28.8
2024-11-27,10.6,2.5,0.0
2024-11-28,8.9,3.6,0.0
2024-11-29,12.7,2.5,0.0
2024-11-30,12.0,1.6,0.0
2024-12-01,12.4,0.6,0.0
2024-12-02,12.2,0.2,0.0
2024-12-03,12.4,-0.5,0.0
2024-12-04,14.0,1.3,0.5
2024-12-05,14.1,3.5,0.4
2024-12-06,13.9,4.2,0.0
2024-12-07,17.6,3.9,0.0
2024-12-08,19.4,7.3,0.0
2024-12-09,20.4,8.1,0.0
2024-12-10,21.2,9.2,0.0
2024-12-11,19.8,9.9,9.4
2024-12-12,12.2,7.6,5.7
2024-12-13,9.4,3.7,5.6
2024-12-14,7.5,-0.4,0.9
2024-12-15,13.1,-0.6,0.0
2024-12-16,9.4,2.2,10.5
2024-12-17,14.2,1.6,0.0
2024-12-18,15.9,6.7,0.0
2024-12-19,13.6,2.7,0.0
2024-12-20,16.8,1.9,0.0
2024-12-21,17.5,3.7,0.9
2024-12-22,15.3,5.6,3.4
2024-12-23,11.1,5.1,1.6
2024-12-24,18.8,4.8,0.0
2024-12-25,19.0,8.1,0.0
2024-12-26,19.0,5.5,0.0
2024-12-27,9.9,7.8,3.8
2024-12-28,9.5,7.2,3.5
2024-12-29,9.6,7.1,0.2
2024-12-30,8.1,7.1,1.2
2024-12-31,9.4,1.4,0.0
2025-01-01,12.9,-0.4,0.0
2025-01-02,16.2,0.5,0.0
2025-01-03,16.2,0.9,0.0
2025-01-04,17.1,3.5,1.5
2025-01-05,8.6,3.7,11.1
2025-01-06,11.2,1.2,0.0
2025-01-07,17.1,2.0,0.0
2025-01-08,18.0,2.9,0.0
2025-01-09,18.3,3.5,0.0
2025-01-10,18.2,2.6,0.0
2025-01-11,18.5,3.0,0.0
2025-01-12,13.4,4.4,0.7
2025-01-13,12.6,7.2,2.2
2025-01-14,7.6,5.8,4.7
2025-01-15,9.5,4.3,3.3
2025-01-16,9.8,5.4,6.0
2025-01-17,10.0,3.0,0.2
2025-01-18,9.6,2.0,0.3
2025-01-19,11.4,3.2,2.1
2025-01-20,8.1,0.9,4.9
2025-01-21,12.6,-1.0,0.0
2025-01-22,15.6,-0.2,0.0
2025-01-23,11.3,6.2,3.2
2025-01-24,15.4,3.1,0.3
2025-01-25,16.5,2.8,0.0
2025-01-26,12.8,4.9,3.1
2025-01-27,14.9,1.5,0.0
2025-01-28,17.7,1.9,0.0
2025-01-29,18.6,2.9,0.0
2025-01-30,19.0,2.8,0.0
2025-01-31,12.4,1.9,0.0
2025-02-01,14.9,0.5,0.0
2025-02-02,13.0,1.7,0.3
2025-02-03,14.3,3.2,0.0
2025-02-04,8.1,3.5,15.7
2025-02-05,5.1,2.1,7.3
2025-02-06,5.2,2.2,5.3
2025-02-07,6.6,2.4,6.9
2025-02-08,6.8,4.2,4.2
2025-02-09,7.0,2.2,7.1
2025-02-10,5.2,2.9,6.5
2025-02-11,5.2,3.2,3.5
2025-02-12,7.6,3.5,2.2
2025-02-13,6.5,4.2,10.9
2025-02-14,11.5,-0.2,0.0
2025-02-15,15.0,1.5,0.0
2025-02-16,10.4,3.8,0.2
2025-02-17,10.0,5.2,2.6
2025-02-18,5.2,0.9,17.3
2025-02-19,4.6,0.9,5.1
2025-02-20,2.0,-0.4,15.5
2025-02-21,1.5,-4.2,10.9
2025-02-22,0.9,-6.8,4.6
2025-02-23,1.0,-9.4,12.1
2025-02-24,2.0,-9.9,21.5
2025-02-25,4.7,-8.6,0.0
2025-02-26,4.8,-7.7,0.2
2025-02-27,4.9,-7.7,0.0
